FeatureInfo [rank=0, score=0.07250230900777574, name=allOntimeCumulative_v1]
FeatureInfo [rank=2670, score=0.0, name=arrivalAirportOneHot_ABV]
FeatureInfo [rank=2671, score=0.0, name=arrivalAirportOneHot_CMX]
FeatureInfo [rank=2672, score=0.0, name=arrivalAirportOneHot_DTM]
FeatureInfo [rank=2673, score=0.0, name=arrivalAirportOneHot_ELQ]
FeatureInfo [rank=2674, score=0.0, name=arrivalAirportOneHot_TXN]
FeatureInfo [rank=2675, score=0.0, name=arrivalAirportOneHot_CBO]
FeatureInfo [rank=2676, score=0.0, name=arrivalAirportOneHot_HDG]
FeatureInfo [rank=2677, score=0.0, name=arrivalAirportOneHot_ACY]
FeatureInfo [rank=2678, score=0.0, name=arrivalAirportOneHot_IXD]
FeatureInfo [rank=2679, score=0.0, name=arrivalAirportOneHot_KGL]
FeatureInfo [rank=2680, score=0.0, name=arrivalAirportOneHot_STX]
FeatureInfo [rank=2681, score=0.0, name=arrivalAirportOneHot_AYQ]
FeatureInfo [rank=2682, score=0.0, name=arrivalAirportOneHot_BGO]
FeatureInfo [rank=2683, score=0.0, name=arrivalAirportOneHot_PKN]
FeatureInfo [rank=2684, score=0.0, name=arrivalAirportOneHot_UUD]
FeatureInfo [rank=2685, score=0.0, name=arrivalAirportOneHot_EAU]
FeatureInfo [rank=2686, score=0.0, name=arrivalAirportOneHot_BRL]
FeatureInfo [rank=2687, score=0.0, name=arrivalAirportOneHot_ABY]
FeatureInfo [rank=2688, score=0.0, name=arrivalAirportOneHot_CVM]
FeatureInfo [rank=2689, score=0.0, name=arrivalAirportOneHot_ZAM]
FeatureInfo [rank=2690, score=0.0, name=arrivalAirportOneHot_AIA]
FeatureInfo [rank=2691, score=0.0, name=arrivalAirportOneHot_DPL]
FeatureInfo [rank=2692, score=0.0, name=arrivalAirportOneHot_RIW]
FeatureInfo [rank=2693, score=0.0, name=arrivalAirportOneHot_EJA]
FeatureInfo [rank=2694, score=0.0, name=arrivalAirportOneHot_RKS]
FeatureInfo [rank=2695, score=0.0, name=arrivalAirportOneHot_HSN]
FeatureInfo [rank=2696, score=0.0, name=arrivalAirportOneHot_IWJ]
FeatureInfo [rank=2697, score=0.0, name=arrivalAirportOneHot_ABR]
FeatureInfo [rank=2698, score=0.0, name=arrivalAirportOneHot_HOB]
FeatureInfo [rank=2699, score=0.0, name=arrivalAirportOneHot_BFJ]
FeatureInfo [rank=2700, score=0.0, name=arrivalAirportOneHot_LAD]
FeatureInfo [rank=2701, score=0.0, name=arrivalAirportOneHot_SKP]
FeatureInfo [rank=2702, score=0.0, name=arrivalAirportOneHot_THS]
FeatureInfo [rank=2703, score=0.0, name=arrivalAirportOneHot_FPO]
FeatureInfo [rank=2704, score=0.0, name=arrivalAirportOneHot_GAJ]
FeatureInfo [rank=2705, score=0.0, name=arrivalAirportOneHot_NTQ]
FeatureInfo [rank=2706, score=0.0, name=arrivalAirportOneHot_ONJ]
FeatureInfo [rank=2707, score=0.0, name=arrivalAirportOneHot_TPQ]
FeatureInfo [rank=2708, score=0.0, name=arrivalAirportOneHot_URT]
FeatureInfo [rank=2709, score=0.0, name=arrivalAirportOneHot_PKE]
FeatureInfo [rank=2710, score=0.0, name=arrivalAirportOneHot_TDX]
FeatureInfo [rank=2711, score=0.0, name=arrivalAirportOneHot_GCK]
FeatureInfo [rank=2712, score=0.0, name=arrivalAirportOneHot_BIA]
FeatureInfo [rank=2713, score=0.0, name=arrivalAirportOneHot_LZC]
FeatureInfo [rank=2714, score=0.0, name=arrivalAirportOneHot_PEW]
FeatureInfo [rank=2715, score=0.0, name=arrivalAirportOneHot_ART]
FeatureInfo [rank=2716, score=0.0, name=arrivalAirportOneHot_TUG]
FeatureInfo [rank=2717, score=0.0, name=arrivalAirportOneHot_TSV]
FeatureInfo [rank=2718, score=0.0, name=arrivalAirportOneHot_LAR]
FeatureInfo [rank=2719, score=0.0, name=arrivalAirportOneHot_MHD]
FeatureInfo [rank=2720, score=0.0, name=arrivalAirportOneHot_ZQN]
FeatureInfo [rank=2721, score=0.0, name=arrivalAirportOneHot_MUX]
FeatureInfo [rank=2722, score=0.0, name=arrivalAirportOneHot_AJA]
FeatureInfo [rank=2723, score=0.0, name=arrivalAirportOneHot_BQS]
FeatureInfo [rank=2724, score=0.0, name=arrivalAirportOneHot_ALO]
FeatureInfo [rank=2725, score=0.0, name=arrivalAirportOneHot_WKJ]
FeatureInfo [rank=2726, score=0.0, name=arrivalAirportOneHot_EZS]
FeatureInfo [rank=2727, score=0.0, name=arrivalAirportOneHot_TJM]
FeatureInfo [rank=2728, score=0.0, name=arrivalAirportOneHot_PIR]
FeatureInfo [rank=2729, score=0.0, name=arrivalAirportOneHot_ERZ]
FeatureInfo [rank=2730, score=0.0, name=arrivalAirportOneHot_UDI]
FeatureInfo [rank=2731, score=0.0, name=arrivalAirportOneHot_ABJ]
FeatureInfo [rank=2732, score=0.0, name=arrivalAirportOneHot_STW]
FeatureInfo [rank=2733, score=0.0, name=arrivalAirportOneHot_YIC]
FeatureInfo [rank=2734, score=0.0, name=arrivalAirportOneHot_BJZ]
FeatureInfo [rank=2735, score=0.0, name=arrivalAirportOneHot_VAR]
FeatureInfo [rank=2736, score=0.0, name=arrivalAirportOneHot_HIA]
FeatureInfo [rank=2737, score=0.0, name=arrivalAirportOneHot_MYA]
FeatureInfo [rank=2738, score=0.0, name=arrivalAirportOneHot_AQG]
FeatureInfo [rank=2739, score=0.0, name=arrivalAirportOneHot_ESC]
FeatureInfo [rank=2740, score=0.0, name=arrivalAirportOneHot_LUM]
FeatureInfo [rank=2741, score=0.0, name=arrivalAirportOneHot_DAT]
FeatureInfo [rank=2742, score=0.0, name=arrivalAirportOneHot_NRA]
FeatureInfo [rank=2743, score=0.0, name=arrivalAirportOneHot_TBZ]
FeatureInfo [rank=2744, score=0.0, name=arrivalAirportOneHot_NDR]
FeatureInfo [rank=2745, score=0.0, name=arrivalAirportOneHot_TGO]
FeatureInfo [rank=2746, score=0.0, name=arrivalAirportOneHot_OGZ]
FeatureInfo [rank=2747, score=0.0, name=arrivalAirportOneHot_EAR]
FeatureInfo [rank=2748, score=0.0, name=arrivalAirportOneHot_SVG]
FeatureInfo [rank=2749, score=0.0, name=arrivalAirportOneHot_DIK]
FeatureInfo [rank=2750, score=0.0, name=arrivalAirportOneHot_VAS]
FeatureInfo [rank=2751, score=0.0, name=arrivalAirportOneHot_SYZ]
FeatureInfo [rank=2752, score=0.0, name=arrivalAirportOneHot_EXT]
FeatureInfo [rank=2753, score=0.0, name=arrivalAirportOneHot_MIM]
FeatureInfo [rank=2754, score=0.0, name=arrivalAirportOneHot_CGP]
FeatureInfo [rank=2755, score=0.0, name=arrivalAirportOneHot_SCK]
FeatureInfo [rank=2756, score=0.0, name=arrivalAirportOneHot_LDH]
FeatureInfo [rank=2757, score=0.0, name=arrivalAirportOneHot_LAO]
FeatureInfo [rank=2758, score=0.0, name=arrivalAirportOneHot_SHR]
FeatureInfo [rank=2759, score=0.0, name=arrivalAirportOneHot_NSI]
FeatureInfo [rank=2760, score=0.0, name=arrivalAirportOneHot_MRZ]
FeatureInfo [rank=2761, score=0.0, name=arrivalAirportOneHot_JUH]
FeatureInfo [rank=2762, score=0.0, name=arrivalAirportOneHot_TIF]
FeatureInfo [rank=2763, score=0.0, name=arrivalAirportOneHot_BAL]
FeatureInfo [rank=2764, score=0.0, name=arrivalAirportOneHot_WUA]
FeatureInfo [rank=2765, score=0.0, name=arrivalAirportOneHot_RTM]
FeatureInfo [rank=2766, score=0.0, name=arrivalAirportOneHot_HIB]
FeatureInfo [rank=2767, score=0.0, name=arrivalAirportOneHot_VLL]
FeatureInfo [rank=2768, score=0.0, name=arrivalAirportOneHot_RUN]
FeatureInfo [rank=2769, score=0.0, name=arrivalAirportOneHot_IFN]
FeatureInfo [rank=2770, score=0.0, name=arrivalAirportOneHot_ZCL]
FeatureInfo [rank=2771, score=0.0, name=arrivalAirportOneHot_LSY]
FeatureInfo [rank=2772, score=0.0, name=arrivalAirportOneHot_EFL]
FeatureInfo [rank=2773, score=0.0, name=arrivalAirportOneHot_LBD]
FeatureInfo [rank=2774, score=0.0, name=arrivalAirportOneHot_BHQ]
FeatureInfo [rank=2775, score=0.0, name=arrivalAirportOneHot_XUZ]
FeatureInfo [rank=2776, score=0.0, name=arrivalAirportOneHot_MLX]
FeatureInfo [rank=2777, score=0.0, name=arrivalAirportOneHot_JDH]
FeatureInfo [rank=2778, score=0.0, name=arrivalAirportOneHot_SSH]
FeatureInfo [rank=2779, score=0.0, name=arrivalAirportOneHot_GGT]
FeatureInfo [rank=2780, score=0.0, name=arrivalAirportOneHot_HGA]
FeatureInfo [rank=2781, score=0.0, name=arrivalAirportOneHot_CZL]
FeatureInfo [rank=2782, score=0.0, name=arrivalAirportOneHot_PAG]
FeatureInfo [rank=2783, score=0.0, name=arrivalAirportOneHot_KCM]
FeatureInfo [rank=2784, score=0.0, name=arrivalAirportOneHot_MDL]
FeatureInfo [rank=2785, score=0.0, name=arrivalAirportOneHot_MQM]
FeatureInfo [rank=2786, score=0.0, name=arrivalAirportOneHot_GYS]
FeatureInfo [rank=2787, score=0.0, name=arrivalAirportOneHot_AHB]
FeatureInfo [rank=2788, score=0.0, name=arrivalAirportOneHot_ACX]
FeatureInfo [rank=2789, score=0.0, name=arrivalAirportOneHot_PDL]
FeatureInfo [rank=2790, score=0.0, name=arrivalAirportOneHot_JNG]
FeatureInfo [rank=2791, score=0.0, name=arrivalAirportOneHot_TRO]
FeatureInfo [rank=2792, score=0.0, name=arrivalAirportOneHot_YQY]
FeatureInfo [rank=2793, score=0.0, name=arrivalAirportOneHot_DUR]
FeatureInfo [rank=2794, score=0.0, name=arrivalAirportOneHot_NIM]
FeatureInfo [rank=2795, score=0.0, name=arrivalAirportOneHot_BUS]
FeatureInfo [rank=2796, score=0.0, name=arrivalAirportOneHot_PVK]
FeatureInfo [rank=2797, score=0.0, name=arrivalAirportOneHot_ZTH]
FeatureInfo [rank=2798, score=0.0, name=arrivalAirportOneHot_RTB]
FeatureInfo [rank=2799, score=0.0, name=arrivalAirportOneHot_ZYI]
FeatureInfo [rank=2800, score=0.0, name=arrivalAirportOneHot_DLA]
FeatureInfo [rank=2801, score=0.0, name=arrivalAirportOneHot_RLG]
FeatureInfo [rank=2802, score=0.0, name=arrivalAirportOneHot_SKB]
FeatureInfo [rank=2803, score=0.0, name=arrivalAirportOneHot_MJZ]
FeatureInfo [rank=2804, score=0.0, name=arrivalAirportOneHot_TNR]
FeatureInfo [rank=2805, score=0.0, name=arrivalAirportOneHot_PUW]
FeatureInfo [rank=2806, score=0.0, name=arrivalAirportOneHot_SVC]
FeatureInfo [rank=2807, score=0.0, name=arrivalAirportOneHot_SDJ]
FeatureInfo [rank=2808, score=0.0, name=arrivalAirportOneHot_LBL]
FeatureInfo [rank=2809, score=0.0, name=arrivalAirportOneHot_MIR]
FeatureInfo [rank=2810, score=0.0, name=arrivalAirportOneHot_FEZ]
FeatureInfo [rank=2811, score=0.0, name=arrivalAirportOneHot_REN]
FeatureInfo [rank=2812, score=0.0, name=arrivalAirportOneHot_RTW]
FeatureInfo [rank=2813, score=0.0, name=arrivalAirportOneHot_DDG]
FeatureInfo [rank=2814, score=0.0, name=arrivalAirportOneHot_MZH]
FeatureInfo [rank=2815, score=0.0, name=arrivalAirportOneHot_VAN]
FeatureInfo [rank=2816, score=0.0, name=arrivalAirportOneHot_BTK]
FeatureInfo [rank=2817, score=0.0, name=arrivalAirportOneHot_LBE]
FeatureInfo [rank=2818, score=0.0, name=arrivalAirportOneHot_NYM]
FeatureInfo [rank=2819, score=0.0, name=arrivalAirportOneHot_PBC]
FeatureInfo [rank=2820, score=0.0, name=arrivalAirportOneHot_KEJ]
FeatureInfo [rank=2821, score=0.0, name=arrivalAirportOneHot_APN]
FeatureInfo [rank=2822, score=0.0, name=arrivalAirportOneHot_NJC]
FeatureInfo [rank=2823, score=0.0, name=arrivalAirportOneHot_SPC]
FeatureInfo [rank=2824, score=0.0, name=arrivalAirportOneHot_ASJ]
FeatureInfo [rank=2825, score=0.0, name=arrivalAirportOneHot_JNZ]
FeatureInfo [rank=2826, score=0.0, name=arrivalAirportOneHot_TNN]
FeatureInfo [rank=2827, score=0.0, name=arrivalAirportOneHot_SLY]
FeatureInfo [rank=2828, score=0.0, name=arrivalAirportOneHot_SCO]
FeatureInfo [rank=2829, score=0.0, name=arrivalAirportOneHot_LUN]
FeatureInfo [rank=2830, score=0.0, name=arrivalAirportOneHot_ASF]
FeatureInfo [rank=2831, score=0.0, name=arrivalAirportOneHot_DSN]
FeatureInfo [rank=2832, score=0.0, name=arrivalAirportOneHot_YMM]
FeatureInfo [rank=2833, score=0.0, name=arrivalAirportOneHot_FIH]
FeatureInfo [rank=2834, score=0.0, name=arrivalAirportOneHot_LPB]
FeatureInfo [rank=2835, score=0.0, name=arrivalAirportOneHot_MBT]
FeatureInfo [rank=2836, score=0.0, name=arrivalAirportOneHot_UUS]
FeatureInfo [rank=2837, score=0.0, name=arrivalAirportOneHot_KUU]
FeatureInfo [rank=2838, score=0.0, name=arrivalAirportOneHot_XIL]
FeatureInfo [rank=2839, score=0.0, name=arrivalAirportOneHot_OTH]
FeatureInfo [rank=2840, score=0.0, name=arrivalAirportOneHot_PRC]
FeatureInfo [rank=2841, score=0.0, name=arrivalAirportOneHot_KVK]
FeatureInfo [rank=2842, score=0.0, name=arrivalAirportOneHot_NOZ]
FeatureInfo [rank=2843, score=0.0, name=arrivalAirportOneHot_GWT]
FeatureInfo [rank=2844, score=0.0, name=arrivalAirportOneHot_GSM]
FeatureInfo [rank=2845, score=0.0, name=arrivalAirportOneHot_HVB]
FeatureInfo [rank=2846, score=0.0, name=arrivalAirportOneHot_NLD]
FeatureInfo [rank=2847, score=0.0, name=arrivalAirportOneHot_NOU]
FeatureInfo [rank=2848, score=0.0, name=arrivalAirportOneHot_KNU]
FeatureInfo [rank=2849, score=0.0, name=arrivalAirportOneHot_PGA]
FeatureInfo [rank=2850, score=0.0, name=arrivalAirportOneHot_YKS]
FeatureInfo [rank=2851, score=0.0, name=arrivalAirportOneHot_BKO]
FeatureInfo [rank=2852, score=0.0, name=arrivalAirportOneHot_ADF]
FeatureInfo [rank=2853, score=0.0, name=arrivalAirportOneHot_MMH]
FeatureInfo [rank=2854, score=0.0, name=arrivalAirportOneHot_MAM]
FeatureInfo [rank=2855, score=0.0, name=arrivalAirportOneHot_VLI]
FeatureInfo [rank=2856, score=0.0, name=arrivalAirportOneHot_ITO]
FeatureInfo [rank=2857, score=0.0, name=arrivalAirportOneHot_PPP]
FeatureInfo [rank=2858, score=0.0, name=arrivalAirportOneHot_TEN]
FeatureInfo [rank=2859, score=0.0, name=arrivalAirportOneHot_CZU]
FeatureInfo [rank=2860, score=0.0, name=arrivalAirportOneHot_RMI]
FeatureInfo [rank=2861, score=0.0, name=arrivalAirportOneHot_ORH]
FeatureInfo [rank=2862, score=0.0, name=arrivalAirportOneHot_IXU]
FeatureInfo [rank=2863, score=0.0, name=arrivalAirportOneHot_LBV]
FeatureInfo [rank=2864, score=0.0, name=arrivalAirportOneHot_NOC]
FeatureInfo [rank=2865, score=0.0, name=arrivalAirportOneHot_SHB]
FeatureInfo [rank=2866, score=0.0, name=arrivalAirportOneHot_MBE]
FeatureInfo [rank=2867, score=0.0, name=arrivalAirportOneHot_DIG]
FeatureInfo [rank=2868, score=0.0, name=arrivalAirportOneHot_ASP]
FeatureInfo [rank=2869, score=0.0, name=arrivalAirportOneHot_AAE]
FeatureInfo [rank=2870, score=0.0, name=arrivalAirportOneHot_IMT]
FeatureInfo [rank=2871, score=0.0, name=arrivalAirportOneHot_IBR]
FeatureInfo [rank=2872, score=0.0, name=arrivalAirportOneHot_CCC]
FeatureInfo [rank=2873, score=0.0, name=arrivalAirportOneHot_KHV]
FeatureInfo [rank=2874, score=0.0, name=arrivalAirportOneHot_TVS]
FeatureInfo [rank=2875, score=0.0, name=arrivalAirportOneHot_PAZ]
FeatureInfo [rank=2876, score=0.0, name=arrivalAirportOneHot_ISE]
FeatureInfo [rank=2877, score=0.0, name=arrivalAirportOneHot_KIJ]
FeatureInfo [rank=2878, score=0.0, name=arrivalAirportOneHot_BON]
FeatureInfo [rank=2879, score=0.0, name=arrivalAirportOneHot_KZR]
FeatureInfo [rank=2880, score=0.0, name=arrivalAirportOneHot_ENY]
FeatureInfo [rank=2881, score=0.0, name=arrivalAirportOneHot_CIU]
FeatureInfo [rank=2882, score=0.0, name=arrivalAirportOneHot_CHG]
FeatureInfo [rank=2883, score=0.0, name=arrivalAirportOneHot_PIK]
FeatureInfo [rank=2884, score=0.0, name=arrivalAirportOneHot_BGG]
FeatureInfo [rank=2885, score=0.0, name=arrivalAirportOneHot_ABA]
FeatureInfo [rank=2886, score=0.0, name=arrivalAirportOneHot_KSY]
FeatureInfo [rank=2887, score=0.0, name=arrivalAirportOneHot_ERC]
FeatureInfo [rank=2888, score=0.0, name=arrivalAirportOneHot_IOS]
FeatureInfo [rank=2889, score=0.0, name=arrivalAirportOneHot_NOP]
FeatureInfo [rank=2890, score=0.0, name=arrivalAirportOneHot_AJI]
FeatureInfo [rank=2891, score=0.0, name=arrivalAirportOneHot_PCR]
FeatureInfo [rank=2892, score=0.0, name=arrivalAirportOneHot_TJU]
FeatureInfo [rank=2893, score=0.0, name=arrivalAirportOneHot_HLH]
FeatureInfo [rank=2894, score=0.0, name=arrivalAirportOneHot_KFS]
FeatureInfo [rank=2895, score=0.0, name=arrivalAirportOneHot_TIP]
FeatureInfo [rank=2896, score=0.0, name=arrivalAirportOneHot_HMI]
FeatureInfo [rank=2897, score=0.0, name=arrivalAirportOneHot_RLK]
FeatureInfo [rank=2898, score=0.0, name=arrivalAirportOneHot_NDG]
FeatureInfo [rank=2899, score=0.0, name=arrivalAirportOneHot_BVC]
FeatureInfo [rank=2900, score=0.0, name=arrivalAirportOneHot_MSR]
FeatureInfo [rank=2901, score=0.0, name=arrivalAirportOneHot_NYT]
FeatureInfo [rank=2902, score=0.0, name=arrivalAirportOneHot_JIQ]
FeatureInfo [rank=2903, score=0.0, name=arrivalAirportOneHot_KVA]
FeatureInfo [rank=2904, score=0.0, name=arrivalAirportOneHot_JXA]
FeatureInfo [rank=2905, score=0.0, name=arrivalAirportOneHot_APW]
FeatureInfo [rank=2906, score=0.0, name=arrivalAirportOneHot_VGZ]
FeatureInfo [rank=2907, score=0.0, name=arrivalAirportOneHot_MHH]
FeatureInfo [rank=2908, score=0.0, name=arrivalAirportOneHot_ROR]
FeatureInfo [rank=2909, score=0.0, name=arrivalAirportOneHot_IPI]
FeatureInfo [rank=2910, score=0.0, name=arrivalAirportOneHot_RGK]
FeatureInfo [rank=2911, score=0.0, name=arrivalAirportOneHot_LUH]
FeatureInfo [rank=2912, score=0.0, name=arrivalAirportOneHot_ZLO]
FeatureInfo [rank=2913, score=0.0, name=arrivalAirportOneHot_OUA]
FeatureInfo [rank=2914, score=0.0, name=arrivalAirportOneHot_PDS]
FeatureInfo [rank=2915, score=0.0, name=arrivalAirportOneHot_UYN]
FeatureInfo [rank=2916, score=0.0, name=arrivalAirportOneHot_CIF]
FeatureInfo [rank=2917, score=0.0, name=arrivalAirportOneHot_NBE]
FeatureInfo [rank=2918, score=0.0, name=arrivalAirportOneHot_LLB]
FeatureInfo [rank=2919, score=0.0, name=arrivalAirportOneHot_UKK]
FeatureInfo [rank=2920, score=0.0, name=arrivalAirportOneHot_IGD]
FeatureInfo [rank=2921, score=0.0, name=arrivalAirportOneHot_PDA]
FeatureInfo [rank=2922, score=0.0, name=arrivalAirportOneHot_SJI]
FeatureInfo [rank=2923, score=0.0, name=arrivalAirportOneHot_BZV]
FeatureInfo [rank=2924, score=0.0, name=arrivalAirportOneHot_COR]
FeatureInfo [rank=2925, score=0.0, name=arrivalAirportOneHot_LEN]
FeatureInfo [rank=2926, score=0.0, name=arrivalAirportOneHot_PTP]
FeatureInfo [rank=2927, score=0.0, name=arrivalAirportOneHot_TRD]
FeatureInfo [rank=2928, score=0.0, name=arrivalAirportOneHot_FDF]
FeatureInfo [rank=2929, score=0.0, name=arrivalAirportOneHot_RVE]
FeatureInfo [rank=2930, score=0.0, name=arrivalAirportOneHot_TUU]
FeatureInfo [rank=2931, score=0.0, name=arrivalAirportOneHot_LFW]
FeatureInfo [rank=2932, score=0.0, name=arrivalAirportOneHot_COO]
FeatureInfo [rank=2933, score=0.0, name=arrivalAirportOneHot_NYO]
FeatureInfo [rank=2934, score=0.0, name=arrivalAirportOneHot_LRR]
FeatureInfo [rank=2935, score=0.0, name=arrivalAirportOneHot_HAS]
FeatureInfo [rank=2936, score=0.0, name=arrivalAirportOneHot_AEB]
FeatureInfo [rank=2937, score=0.0, name=arrivalAirportOneHot_SNU]
FeatureInfo [rank=2938, score=0.0, name=arrivalAirportOneHot_HOG]
FeatureInfo [rank=2939, score=0.0, name=arrivalAirportOneHot_APO]
FeatureInfo [rank=2940, score=0.0, name=arrivalAirportOneHot_CIH]
FeatureInfo [rank=2941, score=0.0, name=arrivalAirportOneHot_NDJ]
FeatureInfo [rank=2942, score=0.0, name=arrivalAirportOneHot_LRM]
FeatureInfo [rank=2943, score=0.0, name=arrivalAirportOneHot_MBA]
FeatureInfo [rank=2944, score=0.0, name=arrivalAirportOneHot_SJE]
FeatureInfo [rank=2945, score=0.0, name=arrivalAirportOneHot_SID]
FeatureInfo [rank=2946, score=0.0, name=arrivalAirportOneHot_CBB]
FeatureInfo [rank=2947, score=0.0, name=arrivalAirportOneHot_IEV]
FeatureInfo [rank=2948, score=0.0, name=arrivalAirportOneHot_BKG]
FeatureInfo [rank=2949, score=0.0, name=arrivalAirportOneHot_CYS]
FeatureInfo [rank=2950, score=0.0, name=arrivalAirportOneHot_NOJ]
FeatureInfo [rank=2951, score=0.0, name=arrivalAirportOneHot_CLY]
FeatureInfo [rank=2952, score=0.0, name=arrivalAirportOneHot_ERL]
FeatureInfo [rank=2953, score=0.0, name=arrivalAirportOneHot_CKY]
FeatureInfo [rank=2954, score=0.0, name=arrivalAirportOneHot_MRA]
FeatureInfo [rank=2955, score=0.0, name=arrivalAirportOneHot_VRC]
FeatureInfo [rank=2956, score=0.0, name=arrivalAirportOneHot_MVP]
FeatureInfo [rank=2957, score=0.0, name=arrivalAirportOneHot_CWL]
FeatureInfo [rank=2958, score=0.0, name=arrivalAirportOneHot_IAS]
FeatureInfo [rank=2959, score=0.0, name=arrivalAirportOneHot_CJJ]
FeatureInfo [rank=2960, score=0.0, name=arrivalAirportOneHot_SMX]
FeatureInfo [rank=2961, score=0.0, name=arrivalAirportOneHot_NMA]
FeatureInfo [rank=2962, score=0.0, name=arrivalAirportOneHot_BND]
FeatureInfo [rank=2963, score=0.0, name=arrivalAirportOneHot_SKD]
FeatureInfo [rank=2964, score=0.0, name=arrivalAirportOneHot_SLW]
FeatureInfo [rank=2965, score=0.0, name=arrivalAirportOneHot_ZYL]
FeatureInfo [rank=2966, score=0.0, name=arrivalAirportOneHot_SEN]
FeatureInfo [rank=2967, score=0.0, name=arrivalAirportOneHot_YZR]
FeatureInfo [rank=2968, score=0.0, name=arrivalAirportOneHot_SZB]
FeatureInfo [rank=2969, score=0.0, name=arrivalAirportOneHot_RAR]
FeatureInfo [rank=2970, score=0.0, name=arrivalAirportOneHot_LTO]
FeatureInfo [rank=2971, score=0.0, name=arrivalAirportOneHot_PWQ]
FeatureInfo [rank=2972, score=0.0, name=arrivalAirportOneHot_SVI]
FeatureInfo [rank=2973, score=0.0, name=arrivalAirportOneHot_CEE]
FeatureInfo [rank=2974, score=0.0, name=arrivalAirportOneHot_NZH]
FeatureInfo [rank=2975, score=0.0, name=arrivalAirportOneHot_BME]
FeatureInfo [rank=2976, score=0.0, name=arrivalAirportOneHot_BSO]
FeatureInfo [rank=2977, score=0.0, name=arrivalAirportOneHot_PVU]
FeatureInfo [rank=2978, score=0.0, name=arrivalAirportOneHot_SSG]
FeatureInfo [rank=2979, score=0.0, name=arrivalAirportOneHot_UUA]
FeatureInfo [rank=2980, score=0.0, name=arrivalAirportOneHot_AQJ]
FeatureInfo [rank=2981, score=0.0, name=arrivalAirportOneHot_YNB]
FeatureInfo [rank=2982, score=0.0, name=arrivalAirportOneHot_KVD]
FeatureInfo [rank=2983, score=0.0, name=arrivalAirportOneHot_HDF]
FeatureInfo [rank=2984, score=0.0, name=arrivalAirportOneHot_LIL]
FeatureInfo [rank=2985, score=0.0, name=arrivalAirportOneHot_GPA]
FeatureInfo [rank=2986, score=0.0, name=arrivalAirportOneHot_BJL]
FeatureInfo [rank=2987, score=0.0, name=arrivalAirportOneHot_ZHY]
FeatureInfo [rank=2988, score=0.0, name=arrivalAirportOneHot_BGF]
FeatureInfo [rank=2989, score=0.0, name=arrivalAirportOneHot_AZS]
FeatureInfo [rank=2990, score=0.0, name=arrivalAirportOneHot_RGS]
FeatureInfo [rank=2991, score=0.0, name=arrivalAirportOneHot_CND]
FeatureInfo [rank=2992, score=0.0, name=arrivalAirportOneHot_MZR]
FeatureInfo [rank=2993, score=0.0, name=arrivalAirportOneHot_AZA]
FeatureInfo [rank=2994, score=0.0, name=arrivalAirportOneHot_CYB]
FeatureInfo [rank=2995, score=0.0, name=arrivalAirportOneHot_JUB]
FeatureInfo [rank=2996, score=0.0, name=arrivalAirportOneHot_LXR]
FeatureInfo [rank=2997, score=0.0, name=arrivalAirportOneHot_ELH]
FeatureInfo [rank=2998, score=0.0, name=arrivalAirportOneHot_PZU]
FeatureInfo [rank=2999, score=0.0, name=arrivalAirportOneHot_NBS]
FeatureInfo [rank=3000, score=0.0, name=arrivalAirportOneHot_RFD]
FeatureInfo [rank=3001, score=0.0, name=arrivalAirportOneHot_NLK]
FeatureInfo [rank=3002, score=0.0, name=arrivalAirportOneHot_MWX]
FeatureInfo [rank=3003, score=0.0, name=arrivalAirportOneHot_GUW]
FeatureInfo [rank=3004, score=0.0, name=arrivalAirportOneHot_TME]
FeatureInfo [rank=3005, score=0.0, name=arrivalAirportOneHot_AAL]
FeatureInfo [rank=3006, score=0.0, name=arrivalAirportOneHot_KGF]
FeatureInfo [rank=3007, score=0.0, name=arrivalAirportOneHot_MOD]
FeatureInfo [rank=3008, score=0.0, name=arrivalAirportOneHot_TAB]
FeatureInfo [rank=3009, score=0.0, name=carrierFsCodeOneHot_MQ]
FeatureInfo [rank=3010, score=0.0, name=carrierFsCodeOneHot_EV]
FeatureInfo [rank=3011, score=0.0, name=carrierFsCodeOneHot_CL]
FeatureInfo [rank=3012, score=0.0, name=carrierFsCodeOneHot_HU]
FeatureInfo [rank=3013, score=0.0, name=carrierFsCodeOneHot_QF]
FeatureInfo [rank=3014, score=0.0, name=carrierFsCodeOneHot_AX]
FeatureInfo [rank=3015, score=0.0, name=carrierFsCodeOneHot_G3]
FeatureInfo [rank=3016, score=0.0, name=carrierFsCodeOneHot_WS]
FeatureInfo [rank=3017, score=0.0, name=carrierFsCodeOneHot_UX]
FeatureInfo [rank=3018, score=0.0, name=carrierFsCodeOneHot_G7]
FeatureInfo [rank=3019, score=0.0, name=carrierFsCodeOneHot_KA]
FeatureInfo [rank=3020, score=0.0, name=carrierFsCodeOneHot_Y4]
FeatureInfo [rank=3021, score=0.0, name=carrierFsCodeOneHot_MF]
FeatureInfo [rank=3022, score=0.0, name=carrierFsCodeOneHot_YW]
FeatureInfo [rank=3023, score=0.0, name=carrierFsCodeOneHot_UK*]
FeatureInfo [rank=3024, score=0.0, name=carrierFsCodeOneHot_FX]
FeatureInfo [rank=3025, score=0.0, name=carrierFsCodeOneHot_5X]
FeatureInfo [rank=3026, score=0.0, name=carrierFsCodeOneHot_CI]
